"Exp2-Old-Bst2-neg_1" "Exp2-Old-Bst2-neg_2" "Exp2-Old-Bst2-neg_3" "Exp2-Old-Bst2-neg_4" "Exp2-Old-Bst2-pos_1" "Exp2-Old-Bst2-pos_2" "Exp2-Old-Bst2-pos_3" "Exp2-Old-Bst2-pos_4"
"Vmn1r93" 0 0 0 0 0 0 0 0
"Vmn1r94" 0 0 0 0 0 0 0 0
"Vmn1r95" 0 0 0 0 0 0 0 0
"Vmn2r-ps11" 0 2 0 0 0 0 0 0
"Vmn2r-ps129" 0 0 5 0 0 0 0 0
"Vmn2r-ps159" 0 0 0 0 0 0 0 0
"Vmn2r-ps54" 0 0 0 0 0 0 0 0
"Vmn2r-ps60" 0 0 0 0 0 0 0 0
"Vmn2r1" 0 122 0 0 0 5 0 0
"Vmn2r10" 0 0 0 1 0 0 0 0
"Vmn2r100" 2 0 0 0 0 0 0 0
"Vmn2r101" 0 0 0 0 0 0 0 0
"Vmn2r102" 0 0 0 0 0 1 0 0
"Vmn2r103" 0 0 0 1 0 0 0 1
"Vmn2r104" 0 0 0 0 0 0 0 0
"Vmn2r105" 2 1 0 0 0 0 0 0
"Vmn2r106" 0 0 1 1 0 0 0 0
"Vmn2r107" 1 0 1 0 0 0 0 0
"Vmn2r108" 0 0 0 0 0 1 0 0
"Vmn2r109" 0 0 0 0 0 0 0 0
"Vmn2r11" 0 0 0 0 0 0 0 0
"Vmn2r110" 0 0 0 0 0 0 0 0
"Vmn2r111" 0 0 0 0 0 1 0 0
"Vmn2r112" 1 0 0 0 0 0 0 0
"Vmn2r113" 0 0 0 0 0 0 0 0
"Vmn2r114" 0 0 0 0 0 0 0 0
"Vmn2r115" 0 0 0 0 0 0 0 0
"Vmn2r116" 0 0 0 0 0 0 0 2
"Vmn2r117" 0 0 3 0 0 0 0 0
"Vmn2r118" 0 0 0 2 0 0 0 0
"Vmn2r12" 0 0 0 0 1 0 0 0
"Vmn2r120" 0 0 0 1 0 0 0 0
"Vmn2r121" 0 0 0 0 0 0 0 0
"Vmn2r122" 0 0 0 0 0 0 0 0
"Vmn2r123" 0 0 0 0 0 0 0 0
"Vmn2r124" 0 0 0 0 0 2 0 0
"Vmn2r13" 0 0 0 0 0 0 0 0
"Vmn2r14" 0 0 0 0 0 0 0 0
"Vmn2r15" 1 0 0 0 0 0 0 0
"Vmn2r16" 0 2 0 0 0 0 0 0
"Vmn2r17" 0 0 1 0 0 0 0 0
"Vmn2r18" 0 0 0 0 0 0 0 0
"Vmn2r19" 0 0 0 0 0 0 0 0
"Vmn2r2" 10 0 0 0 0 0 1 0
"Vmn2r20" 0 0 0 0 0 0 0 0
"Vmn2r21" 0 0 0 0 0 0 0 0
"Vmn2r22" 0 0 0 0 0 0 0 0
"Vmn2r23" 0 0 0 0 0 0 0 0
"Vmn2r24" 1 0 0 0 0 0 0 0
"Vmn2r25" 0 1 0 0 0 0 0 0
"Vmn2r26" 0 0 0 0 1 1 0 0
"Vmn2r27" 0 0 0 0 1 0 0 0
"Vmn2r28" 0 0 0 0 0 0 0 0
"Vmn2r29" 27 133 80 1 26 41 15 45
"Vmn2r3" 0 0 1 0 1 0 0 0
"Vmn2r30" 0 0 0 0 1 0 0 0
"Vmn2r31" 0 0 0 0 0 0 0 0
"Vmn2r32" 0 0 0 0 0 0 0 0
"Vmn2r33" 0 0 0 0 0 0 0 0
"Vmn2r34" 0 0 0 0 0 0 0 0
"Vmn2r35" 0 0 0 0 0 0 0 0
"Vmn2r36" 0 0 0 0 0 0 0 0
"Vmn2r37" 0 0 0 0 0 0 0 0
"Vmn2r38" 0 0 0 0 0 0 0 0
"Vmn2r39" 0 0 0 0 0 0 0 0
"Vmn2r4" 0 0 1 0 0 0 0 76
"Vmn2r40" 0 0 0 0 0 0 0 0
"Vmn2r41" 0 0 0 0 0 0 0 0
"Vmn2r42" 0 0 0 0 0 0 0 0
"Vmn2r43" 0 0 0 0 0 0 0 0
"Vmn2r44" 0 0 0 1 0 0 0 0
"Vmn2r45" 0 0 0 0 0 0 0 0
"Vmn2r46" 0 0 0 0 0 0 0 0
"Vmn2r47" 0 0 0 0 0 0 0 0
"Vmn2r48" 1 0 0 0 0 0 0 0
"Vmn2r49" 0 0 1 0 0 0 0 0
"Vmn2r5" 0 0 0 0 0 0 0 0
"Vmn2r50" 0 0 0 0 0 0 0 0
"Vmn2r51" 0 0 0 1 0 0 0 0
"Vmn2r52" 0 0 0 0 0 0 0 0
"Vmn2r53" 0 0 0 0 0 0 0 0
"Vmn2r54" 0 0 0 0 0 0 0 0
"Vmn2r55" 0 0 0 0 0 0 0 0
"Vmn2r56" 0 0 0 1 0 0 0 0
"Vmn2r57" 0 0 0 36 37 0 30 108
"Vmn2r58" 0 0 0 0 0 0 0 0
"Vmn2r59" 0 0 1 0 0 0 0 0
"Vmn2r6" 0 0 0 0 0 0 0 0
"Vmn2r60" 0 1 0 0 0 0 0 0
"Vmn2r61" 0 0 0 0 0 0 0 0
"Vmn2r62" 0 0 0 0 1 0 0 0
"Vmn2r63" 0 0 0 0 0 0 0 0
"Vmn2r65" 0 1 0 0 0 0 0 0
"Vmn2r66" 2 0 0 0 0 0 1 1
"Vmn2r67" 0 0 0 0 0 0 0 0
"Vmn2r68" 0 0 0 0 0 3 0 0
"Vmn2r69" 0 0 0 0 0 0 0 0
"Vmn2r7" 0 0 0 0 0 0 0 0
"Vmn2r70" 0 0 0 0 0 0 0 0
"Vmn2r71" 0 0 0 0 1 0 0 0
"Vmn2r72" 0 0 0 0 0 0 0 0
"Vmn2r73" 0 0 0 0 0 0 0 0
"Vmn2r74" 0 0 1 1 0 0 0 0
"Vmn2r75" 0 0 0 2 1 1 0 0
"Vmn2r76" 0 0 0 0 0 0 0 0
"Vmn2r77" 0 0 1 0 0 0 0 0
"Vmn2r78" 0 0 0 0 0 0 1 0
"Vmn2r79" 0 0 1 0 0 0 0 0
"Vmn2r8" 0 0 0 0 0 0 0 0
"Vmn2r80" 0 0 0 0 0 0 0 1
"Vmn2r81" 0 0 0 0 0 0 0 0
"Vmn2r82" 2 0 0 0 1 0 0 1
"Vmn2r83" 2 1 0 1 0 0 0 0
"Vmn2r84" 0 0 0 0 0 0 0 0
"Vmn2r85" 1 8 18 0 0 0 0 0
"Vmn2r86" 1 0 0 0 1 0 0 0
"Vmn2r87" 0 0 0 0 0 0 0 1
"Vmn2r88" 1 0 0 0 0 0 0 0
"Vmn2r89" 0 0 0 2 0 0 0 0
"Vmn2r9" 0 0 0 1 0 0 0 0
"Vmn2r90" 0 0 0 0 0 0 0 0
"Vmn2r91" 0 1 0 0 0 0 0 0
"Vmn2r92" 0 0 1 0 0 0 0 0
"Vmn2r93" 0 0 0 0 0 0 2 1
"Vmn2r94" 1 3 0 0 0 0 0 0
"Vmn2r95" 0 0 0 0 0 0 0 0
"Vmn2r96" 0 0 0 0 0 0 0 0
"Vmn2r97" 0 0 0 0 0 0 0 0
"Vmn2r98" 0 0 0 0 0 0 0 0
"Vmn2r99" 0 0 0 0 0 1 1 0
"Vmo1" 0 0 0 0 0 0 0 0
"Vmp1" 2464 691 2068 2244 2156 423 2679 1923
"Vnn1" 17 1 71 0 107 75 319 0
"Vnn3" 1 0 1 0 0 0 0 0
"Vopp1" 229 271 374 403 86 118 104 188
"Vprbp" 175 532 146 283 134 289 411 151
"Vpreb1" 18 0 0 53 0 23 0 42
"Vpreb2" 1 0 0 0 0 0 0 0
"Vpreb3" 0 0 1 0 0 0 0 0
"Vps11" 252 292 580 86 208 182 758 71
"Vps13a" 634 406 247 315 310 446 137 332
"Vps13b" 37 274 252 92 230 77 69 146
"Vps13c" 57 72 45 25 100 61 0 0
"Vps13d" 40 141 150 102 126 56 31 0
"Vps16" 373 646 523 959 630 263 1140 379
"Vps18" 297 119 31 16 69 65 141 1
"Vps25" 2462 1322 2072 2494 2267 1071 3078 2472
"Vps26a" 2344 883 2753 2546 2791 763 2596 1596
"Vps26b" 364 241 383 482 423 161 291 336
"Vps28" 3397 1763 2833 2537 2823 1493 3775 2850
"Vps29" 4138 2220 3709 3455 2902 1537 3732 3389
"Vps33a" 280 128 287 204 50 156 439 134
"Vps33b" 311 256 284 126 167 175 1 22
"Vps35" 3670 1674 3994 3009 2493 1340 2914 2931
"Vps36" 2054 987 984 1094 1559 590 1810 1807
"Vps37a" 665 221 199 481 211 243 227 394
"Vps37b" 882 491 1413 1100 862 651 954 758
"Vps37c" 311 194 187 41 182 24 302 222
"Vps37d" 153 38 64 103 68 24 41 85
"Vps39" 258 131 108 102 61 35 326 220
"Vps41" 1510 653 2606 1826 1372 745 1122 2041
"Vps45" 419 564 693 383 351 298 793 366
"Vps4a" 1134 599 1001 1086 857 327 1612 1003
"Vps4b" 772 1006 2131 1558 582 348 1227 704
"Vps51" 469 174 467 197 309 134 271 131
"Vps52" 174 139 602 499 283 279 243 522
"Vps53" 226 264 905 313 554 341 467 229
"Vps54" 169 125 219 388 189 75 331 202
"Vps72" 4918 2278 4674 3764 2639 1107 4137 3543
"Vps8" 159 47 56 61 21 97 190 3
"Vps9d1" 23 72 62 26 30 130 62 0
"Vrk1" 4094 2196 3228 4337 2932 1296 3336 2255
"Vrk2" 248 46 126 70 174 110 280 222
"Vrk3" 642 333 1041 610 533 408 1170 948
"Vrtn" 0 0 0 0 0 0 4 1
"Vsig1" 0 0 1 0 0 0 0 0
"Vsig10" 0 0 8 0 19 0 0 22
"Vsig10l" 0 6 19 0 0 0 9 72
"Vsig2" 0 0 0 0 0 0 0 0
"Vsig4" 0 0 0 0 0 0 0 1
"Vsig8" 1 0 0 0 0 0 0 0
"Vsnl1" 9 0 0 0 0 2 0 0
"Vstm2a" 0 1 0 0 0 0 0 101
"Vstm2b" 0 0 36 0 0 0 0 76
"Vstm2l" 34 0 32 16 12 5 78 52
"Vstm4" 1 0 16 0 0 3 0 0
"Vstm5" 0 0 0 0 0 0 0 0
"Vsx1" 1 0 0 0 0 0 0 5
"Vsx2" 0 2 0 0 0 0 0 0
"Vta1" 5345 2545 4240 4897 3155 1267 4233 3871
"Vtcn1" 1 0 0 0 1 0 0 0
"Vti1a" 398 201 140 499 352 344 426 603
"Vti1b" 2578 1187 1981 1759 1600 809 2460 2425
"Vtn" 0 0 0 0 1 0 0 0
"Vwa1" 53 13 0 0 0 19 52 105
"Vwa2" 1 0 0 1 0 0 0 0
"Vwa3a" 0 0 0 0 0 0 0 0
"Vwa5a" 312 234 0 70 160 298 194 233
"Vwa5b1" 0 2 0 0 0 0 0 0
"Vwa5b2" 0 0 0 0 0 1 0 0
"Vwa7" 0 0 1 0 1 1 0 0
"Vwa8" 314 84 167 92 203 139 144 268
"Vwa9" 907 615 979 831 360 368 908 482
"Vwc2" 0 0 0 1 0 0 0 0
"Vwc2l" 1 0 0 2 1 0 0 0
"Vwce" 0 0 0 0 0 0 0 1
"Vwde" 0 0 2 0 1 0 0 0
"Vwf" 0 0 1 5 1 2 3 5
"Wac" 1032 505 1134 443 320 221 366 517
"Wap" 0 0 0 0 0 0 0 0
"Wapal" 833 1113 944 875 621 551 846 925
"Wars" 179 266 772 327 179 344 497 284
"Wars2" 327 114 303 349 170 58 212 48
"Was" 1 0 0 0 0 0 0 0
"Wasf1" 551 363 549 568 263 222 55 283
"Wasf2" 166 287 221 72 129 134 156 186
"Wasf3" 12 70 104 95 25 64 93 5
"Wash1" 94 70 52 8 55 40 33 113
"Wasl" 645 565 594 510 566 588 605 486
"Wbp1" 1535 418 1763 1245 596 266 1226 893
"Wbp11" 1642 873 1682 1074 673 539 1307 572
"Wbp1l" 142 73 216 7 31 32 156 49
"Wbp2" 4730 2055 4732 3598 3108 1654 4416 3513
"Wbp2nl" 0 0 0 0 0 0 0 2
"Wbp4" 1396 1020 1151 1623 1055 904 1722 826
"Wbp5" 6655 4461 5502 6278 5158 2298 5649 5929
"Wbscr16" 477 151 567 353 189 221 234 895
"Wbscr17" 0 0 0 0 0 23 0 16
"Wbscr22" 1517 707 905 1098 1190 632 1562 1253
"Wbscr25" 0 0 0 0 0 3 1 0
"Wbscr27" 71 53 135 112 132 49 180 226
"Wbscr28" 0 0 0 0 0 0 0 0
"Wdfy1" 24 0 81 5 0 98 143 6
"Wdfy2" 1 31 39 34 10 1 13 15
"Wdfy3" 432 582 504 297 451 443 278 328
"Wdfy4" 1 2 3 0 0 0 0 0
"Wdhd1" 556 790 488 392 231 104 382 487
"Wdpcp" 319 189 129 174 10 75 258 67
"Wdr1" 1403 888 1052 933 653 306 1118 997
"Wdr11" 173 83 253 92 67 155 85 340
"Wdr12" 2003 1014 2011 2612 2425 711 2614 2422
"Wdr13" 270 55 305 140 184 348 364 158
"Wdr17" 57 0 0 1 48 43 18 208
"Wdr18" 2372 1204 1305 1504 1226 775 1757 1173
"Wdr19" 13 101 72 104 51 59 159 63
"Wdr20" 291 41 448 258 64 137 380 178
"Wdr20rt" 0 0 0 0 0 0 0 0
"Wdr24" 224 97 215 321 241 43 160 430
"Wdr25" 0 51 61 58 48 6 1 43
"Wdr26" 389 456 498 838 318 444 713 448
"Wdr27" 0 1 16 2 3 3 7 2
"Wdr3" 176 166 710 677 161 193 701 591
"Wdr31" 266 56 68 259 69 1 67 179
"Wdr33" 1229 528 1163 1173 759 656 1210 1198
"Wdr34" 869 252 860 530 399 335 796 383
"Wdr35" 921 408 980 627 243 271 841 325
"Wdr36" 268 380 485 311 417 120 483 562
"Wdr37" 707 358 632 268 319 111 223 364
"Wdr38" 0 0 0 0 0 0 0 0
"Wdr4" 177 194 598 364 183 47 193 258
"Wdr41" 347 102 65 426 197 76 422 212
"Wdr43" 1131 1066 1450 1302 520 342 1720 1061
"Wdr44" 169 103 109 157 21 99 285 102
"Wdr45" 209 0 523 134 398 101 223 833
"Wdr45b" 1396 806 1272 1484 1443 424 1830 715
"Wdr46" 447 269 386 272 347 102 454 200
"Wdr47" 268 88 195 29 238 24 110 35
"Wdr48" 488 94 572 608 214 144 634 355
"Wdr5" 746 312 380 545 298 262 453 621
"Wdr53" 339 86 341 110 106 160 524 176
"Wdr54" 264 122 134 127 59 8 361 195
"Wdr55" 274 341 352 208 315 186 208 100
"Wdr59" 156 53 0 101 1 14 132 246
"Wdr5b" 506 137 166 318 154 63 1 121
"Wdr6" 235 143 63 168 117 113 479 24
"Wdr60" 229 252 142 178 117 173 243 492
"Wdr61" 4430 2648 3892 4345 3653 1391 4113 4090
"Wdr62" 200 108 306 0 13 95 212 185
"Wdr63" 8 0 1 0 0 0 1 0
"Wdr64" 0 0 1 0 0 0 0 0
"Wdr7" 199 242 161 96 42 73 148 257
"Wdr70" 733 218 320 806 458 148 785 863
"Wdr72" 56 14 30 0 6 0 0 15
"Wdr73" 670 624 277 716 313 186 346 514
"Wdr74" 1077 824 1678 1122 1165 698 1339 1430
"Wdr75" 925 599 961 1325 521 583 766 1209
"Wdr76" 286 430 150 66 311 234 262 437
"Wdr77" 1223 835 1621 1310 546 653 961 1199
"Wdr78" 160 104 46 38 65 74 408 330
"Wdr8" 668 590 417 823 365 352 386 462
"Wdr81" 7 3 1 9 0 1 0 2
"Wdr82" 620 1186 427 542 307 461 555 310
"Wdr83" 455 376 813 507 477 534 587 750
"Wdr83os" 1717 1157 1520 1743 1503 1218 1841 2195
"Wdr86" 0 1 0 0 0 0 0 0
"Wdr89" 231 140 138 103 119 33 415 107
"Wdr90" 183 17 30 231 0 16 82 178
"Wdr91" 71 81 47 139 32 53 229 3
"Wdr92" 517 304 83 287 203 158 754 324
"Wdr93" 0 22 0 1 0 3 121 0
"Wdr95" 0 5 13 0 25 0 0 0
"Wdsub1" 42 131 21 134 121 159 105 354
"Wdtc1" 12 58 15 18 10 40 14 3
"Wdyhv1" 568 431 494 308 603 469 369 403
"Wee1" 503 646 600 573 419 707 114 277
"Wee2" 0 1 1 0 0 0 0 0
"Wfdc1" 1 0 1 0 0 0 0 59
"Wfdc10" 0 0 0 0 0 0 0 0
"Wfdc11" 0 0 0 0 0 0 0 0
"Wfdc12" 0 0 1 0 0 0 0 0
"Wfdc13" 0 0 0 0 0 0 0 0
"Wfdc15a" 0 0 0 0 0 0 0 0
"Wfdc15b" 0 0 0 0 0 0 0 0
"Wfdc16" 3 0 0 0 0 0 0 0
"Wfdc17" 1 0 0 0 0 0 0 1
"Wfdc18" 0 0 0 0 0 0 0 0
"Wfdc2" 0 0 0 0 0 0 24 22
"Wfdc21" 0 10 0 17 0 0 0 0
"Wfdc3" 0 0 16 0 0 15 0 0
"Wfdc5" 0 0 0 0 0 0 0 0
"Wfdc6a" 0 0 0 0 0 0 0 0
"Wfdc6b" 0 0 0 0 0 0 0 0
"Wfdc8" 0 0 0 0 0 0 0 0
"Wfdc9" 0 0 0 0 0 0 0 0
"Wfikkn1" 0 0 0 0 15 6 0 0
"Wfikkn2" 0 0 0 0 1 0 0 0
"Wfs1" 11 78 1 150 22 2 7 39
"Whamm" 81 76 17 197 0 0 101 185
"Whrn" 21 79 12 67 38 63 183 59
"Whsc1" 2110 2308 2615 1960 1629 1486 2408 1285
"Whsc1l1" 164 609 266 426 219 303 446 301
"Wibg" 210 236 143 213 199 85 171 192
"Wif1" 2 0 0 0 0 1 0 0
"Wipf1" 5 64 104 33 0 1 15 24
"Wipf2" 16 238 109 256 21 124 105 152
"Wipf3" 1 0 0 0 7 0 1 9
"Wipi1" 103 0 68 85 34 18 78 72
"Wipi2" 438 563 633 948 125 265 418 642
"Wisp1" 1 0 1 0 0 0 0 0
"Wisp2" 0 0 0 0 31 0 64 0
"Wisp3" 2 0 0 0 11 20 0 19
"Wiz" 142 140 13 134 128 92 106 52
"Wls" 537 220 128 198 348 191 513 1045
"Wnk1" 430 670 322 685 367 655 430 771
"Wnk2" 22 52 13 82 4 9 128 43
"Wnk3" 92 90 127 71 20 140 102 77
"Wnk4" 0 0 0 0 0 6 0 0
"Wnt1" 0 0 0 0 0 0 0 0
"Wnt10a" 0 0 0 56 0 0 0 0
"Wnt10b" 0 0 0 0 0 0 0 0
"Wnt11" 1 0 0 0 0 0 0 0
"Wnt16" 0 0 0 1 0 0 0 0
"Wnt2" 0 0 1 0 0 0 0 0
"Wnt2b" 0 17 9 31 0 0 0 0
"Wnt3" 0 0 0 0 0 1 0 0
"Wnt3a" 1 0 0 0 0 0 0 0
"Wnt4" 38 4 0 0 44 18 51 0
"Wnt5a" 0 1 0 55 0 23 0 2
"Wnt5b" 76 4 7 0 0 43 0 0
"Wnt6" 0 0 0 0 0 0 0 0
"Wnt7a" 63 4 1 1 70 113 118 43
"Wnt7b" 6 51 19 266 49 99 141 332
"Wnt8a" 0 0 0 0 0 0 0 0
"Wnt8b" 0 3 1 0 0 0 0 0
"Wnt9a" 1 0 0 0 0 0 5 0
"Wnt9b" 1 0 0 0 0 1 2 0
"Wrap53" 657 135 542 529 158 153 404 492
"Wrb" 437 220 487 838 575 577 942 764
"Wrn" 234 155 481 182 294 113 613 370
"Wrnip1" 755 160 283 641 137 269 558 124
"Wsb1" 2447 1667 2343 2263 1878 1144 2189 2136
"Wsb2" 250 346 555 350 438 198 160 309
"Wscd1" 543 374 651 687 89 537 806 624
"Wscd2" 0 0 0 0 0 0 0 0
"Wt1" 1 0 0 0 1 0 0 0
"Wt1os" 0 0 0 0 0 0 1 0
"Wtap" 676 396 738 868 463 265 508 478
"Wtip" 54 17 7 5 4 41 6 27
"Wwc1" 5 27 0 39 75 32 173 160
"Wwc2" 29 0 0 1 0 1 92 32
"Wwox" 176 102 61 24 203 78 310 248
"Wwp1" 538 104 226 265 248 335 234 313
"Wwp2" 703 100 696 89 205 36 354 164
"Wwtr1" 79 33 71 275 204 178 749 109
"Xab2" 834 490 1012 801 529 220 1031 500
"Xaf1" 178 37 2 3 670 131 145 358
"Xbp1" 335 639 1145 494 242 339 635 994
"Xcl1" 0 0 0 0 0 0 0 0
"Xcr1" 0 0 0 1 0 1 0 93
"Xdh" 0 1 0 1 0 2 1 1
"Xiap" 321 298 217 367 366 434 565 624
"Xirp1" 0 0 0 0 0 0 0 0
"Xirp2" 0 0 0 2 0 0 3 0
"Xist" 0 0 0 1 0 4 1 1
"Xk" 0 4 2 41 0 2 1 4
"Xkr4" 0 0 0 1 0 1 0 0
"Xkr5" 143 6 45 262 32 14 7 11
"Xkr6" 12 56 4 0 7 1 1 0
"Xkr7" 7 0 0 0 12 0 0 1
"Xkr8" 55 0 24 14 6 43 0 81
"Xkr9" 0 0 0 0 0 0 0 0
"Xkrx" 0 0 0 2 3 1 0 0
"Xlr" 0 0 0 0 0 1 0 0
"Xlr3a" 0 0 0 0 52 26 0 0
"Xlr3b" 297 14 59 0 144 3 22 1
"Xlr3c" 0 0 0 0 2 0 0 0
"Xlr4a" 0 0 0 0 0 0 0 0
"Xlr4b" 0 1 0 0 0 0 0 0
"Xlr4c" 0 0 0 0 0 0 0 0
"Xlr5a" 0 0 0 0 0 0 0 0
"Xlr5b" 0 0 0 0 0 0 0 0
"Xlr5c" 0 0 0 0 0 0 0 0
"Xndc1" 95 54 26 63 77 52 96 77
"Xntrpc" 0 0 0 0 0 0 0 0
"Xpa" 290 239 316 413 286 110 191 382
"Xpc" 67 194 159 97 77 5 233 58
"Xpnpep1" 1174 513 855 1346 668 188 1176 618
"Xpnpep2" 0 1 0 0 0 0 2 0
"Xpnpep3" 5 41 51 433 75 30 139 17
"Xpo1" 1494 2079 2018 2623 1370 1301 1490 1804
"Xpo4" 335 97 99 183 95 62 126 134
"Xpo5" 126 92 103 106 44 93 165 75
"Xpo6" 202 317 417 256 185 158 163 394
"Xpo7" 408 324 246 399 364 356 361 192
"Xpot" 400 348 134 56 237 302 576 303
"Xpr1" 458 155 282 104 148 199 204 7
"Xrcc1" 775 232 918 804 447 303 587 827
"Xrcc2" 452 60 894 304 81 190 353 240
"Xrcc3" 62 222 202 425 131 60 108 319
"Xrcc4" 1096 506 1205 562 700 499 795 1082
"Xrcc5" 2021 685 1421 1159 1173 419 1055 1489
"Xrcc6" 3449 781 2023 2417 1727 821 3573 2285
"Xrcc6bp1" 329 84 283 221 283 120 464 727
"Xrn1" 106 271 543 330 48 317 440 263
"Xrn2" 2184 1041 2570 1767 1341 1033 1530 1007
"Xrra1" 77 0 0 1 49 0 17 0
"Xxylt1" 1 44 0 324 25 13 115 3
"Xylb" 12 7 106 91 20 55 7 180
"Xylt1" 0 0 0 80 0 12 7 17
"Xylt2" 58 165 2 87 129 31 3 2
"Yae1d1" 1153 573 1252 1021 1063 509 1034 1015
"Yaf2" 3571 2098 3067 2418 3043 1504 4167 3686
"Yap1" 0 65 7 57 15 84 146 16
"Yars" 2510 688 1581 1871 1139 1017 2224 1640
"Yars2" 682 165 444 284 480 330 453 1271
"Ybey" 189 121 59 37 41 22 136 6
"Ybx1" 18860 9995 18787 16953 13358 6641 17416 15045
"Ybx2" 53 0 48 0 0 11 56 14
"Ybx3" 2551 1511 2230 2138 1657 834 2484 1689
"Ydjc" 0 0 0 0 23 0 0 0
"Yeats2" 333 308 422 587 313 377 402 410
"Yeats4" 1341 1021 1008 924 553 287 987 911
"Yes1" 620 887 523 616 270 508 230 253
"Yif1a" 2226 835 1755 1978 1561 885 2524 2073
"Yif1b" 1527 977 1403 1991 1559 857 2067 1863
"Yipf1" 891 356 565 767 650 279 1110 789
"Yipf2" 56 0 50 22 37 0 130 115
"Yipf3" 559 548 888 388 528 298 383 968
"Yipf4" 1347 493 1826 1567 1050 486 1246 872
"Yipf5" 1309 565 1442 1197 1335 543 1097 1695
"Yipf6" 599 199 266 428 331 8 644 215
"Yipf7" 0 0 0 0 0 0 0 0
"Ykt6" 436 222 292 332 84 134 306 254
"Ylpm1" 612 341 461 289 436 320 659 281
"Yme1l1" 945 655 877 1603 619 413 699 584
"Yod1" 78 227 335 169 165 70 90 297
"Ypel1" 1318 798 1572 1395 780 540 1370 945
"Ypel2" 8 12 0 8 14 0 0 1
"Ypel3" 4113 2320 4312 3571 3780 1787 5047 3995
"Ypel4" 0 0 0 10 0 0 0 0
"Ypel5" 1429 773 1081 1656 1114 564 995 1086
"Yrdc" 1297 518 926 1028 510 400 544 1215
"Ythdc1" 1388 637 1186 1134 660 765 1396 883
"Ythdc2" 218 236 27 343 177 181 296 142
"Ythdf1" 628 539 568 489 282 255 407 300
"Ythdf2" 2461 1241 3048 2338 1857 918 1610 1241
"Ythdf3" 433 807 1138 677 438 210 451 372
"Ywhab" 5138 2949 3894 3796 2457 1554 4408 5023
"Ywhae" 23154 11912 22190 20948 16410 7535 22522 20504
"Ywhag" 481 725 445 473 308 210 268 307
"Ywhah" 4530 2278 4076 4660 3398 1542 5561 4240
"Ywhaq" 10133 4350 9233 8565 6002 3005 8487 6903
"Ywhaz" 7763 4625 7141 6597 3986 2838 5944 5775
"Yy1" 251 382 267 531 237 177 287 438
"Yy2" 0 18 0 45 0 49 43 0
"Zadh2" 131 175 76 16 25 127 54 162
"Zak" 693 264 725 347 207 239 339 608
"Zan" 0 2 0 0 0 0 0 2
"Zap70" 0 0 1 0 0 26 1 0
"Zar1" 0 1 0 0 0 0 0 0
"Zar1l" 0 0 0 0 0 0 0 0
"Zbbx" 0 0 0 1 0 0 1 1
"Zbed3" 977 258 1204 1179 510 342 989 1135
"Zbed4" 31 78 90 70 26 156 57 52
"Zbed5" 43 6 3 8 75 13 3 108
"Zbed6" 10 19 1 0 106 25 88 9
"Zbp1" 0 0 0 0 69 0 0 0
"Zbtb1" 278 316 144 238 297 158 411 275
"Zbtb10" 91 140 234 191 88 141 2 160
"Zbtb11" 236 104 405 14 89 154 238 44
"Zbtb11os1" 13 0 7 26 4 9 41 0
"Zbtb12" 17 56 1 18 29 40 28 21
"Zbtb14" 32 123 122 31 238 160 119 240
"Zbtb16" 0 1 94 1 0 0 0 0
"Zbtb17" 146 285 179 234 256 89 111 314
"Zbtb18" 1620 1043 1575 1283 1003 610 1326 744
"Zbtb2" 133 22 272 46 140 12 56 47
"Zbtb20" 6028 2287 5897 5313 5143 2042 8986 6601
"Zbtb21" 552 149 253 185 168 83 144 84
"Zbtb22" 24 8 22 130 6 40 4 28
"Zbtb24" 240 180 265 68 278 79 258 162
"Zbtb25" 789 503 823 984 378 207 757 619
"Zbtb26" 236 209 100 226 55 65 294 248
"Zbtb3" 99 41 159 81 0 77 89 0
"Zbtb32" 0 22 0 0 0 0 0 0
"Zbtb33" 32 172 196 100 67 12 25 97
"Zbtb34" 6 2 43 0 11 13 100 0
"Zbtb37" 65 67 129 58 1 20 90 149
"Zbtb38" 0 12 108 182 269 36 0 218
"Zbtb39" 8 12 17 21 11 16 69 32
"Zbtb4" 13 12 0 57 4 0 41 2
"Zbtb40" 0 34 24 17 7 2 91 11
"Zbtb41" 737 483 255 977 412 550 753 692
"Zbtb42" 0 26 0 0 1 0 2 6
"Zbtb43" 241 223 110 94 99 46 86 55
"Zbtb44" 416 214 314 152 194 112 637 236
"Zbtb45" 474 161 277 335 130 24 316 216
"Zbtb46" 58 94 0 0 0 3 0 144
"Zbtb48" 158 121 287 0 19 53 44 77
"Zbtb49" 46 18 99 90 8 5 115 15
"Zbtb5" 308 113 4 86 149 104 36 253
"Zbtb6" 135 103 139 77 114 146 166 201
"Zbtb7a" 75 129 224 186 74 45 58 51
"Zbtb7b" 0 13 0 0 3 3 3 44
"Zbtb7c" 0 0 0 0 0 25 0 0
"Zbtb8a" 384 23 43 184 218 112 63 223
"Zbtb8b" 1 0 0 0 0 0 0 1
"Zbtb8os" 562 425 708 608 459 255 708 484
"Zbtb9" 86 1 86 402 108 115 91 0
"Zc2hc1a" 552 399 491 490 671 125 876 853
"Zc2hc1b" 0 0 0 0 0 0 0 0
"Zc2hc1c" 0 1 63 0 0 0 0 84
"Zc3h10" 173 119 171 204 12 78 66 8
"Zc3h11a" 830 801 951 1320 689 655 669 641
