Exp2.Old.Bst2.neg_1 Exp2.Old.Bst2.neg_2 Exp2.Old.Bst2.neg_3 Exp2.Old.Bst2.neg_4 Exp2.Old.Bst2.pos_1 Exp2.Old.Bst2.pos_2 Exp2.Old.Bst2.pos_3 Exp2.Old.Bst2.pos_4
1110001J03Rik 321.514627131675 369.265823075415 223.669025697027 369.834174576776 440.125686757471 439.844683956625 425.215873027039 457.742702919699
1110002L01Rik 0.445243996122055 0.647802942692497 0.340854472174656 0 1.51722800609089 0 0.285549261466307 0.667974728173453
1110004E09Rik 61.2736900940111 84.9866609051539 65.5444280014139 102.317693098114 75.1105721534906 49.4286238480429 77.7833241896184 83.0318344727018
1110004F10Rik 535.713335715046 382.369769715902 417.048556493083 482.393945277566 482.423166313581 399.805096391942 403.904331250137 593.833203537014
1110006O24Rik 10.6286544213164 12.2802717766845 13.9701171888891 6.00287094609929 12.7612594927193 3.93952093854673 16.3595931048405 6.40276256872991
1110007C09Rik 4.26415269917889 2.34608177226211 3.0132944153213 7.35694011755114 3.44496038220066 0 4.49278377804576 3.26893487811635
1110008F13Rik 43.3017454641243 44.0723749919198 39.0596751190913 39.7645704504949 53.97457928051 36.1785592731047 44.8720268018483 54.0986126004214
1110008L16Rik 3.87582732160574 4.55878988714699 3.46986673014105 3.71158316183537 0.444297104152924 0.539256421916353 5.64319361768512 7.53431182625495
1110008P14Rik 49.200478110291 86.5129258948991 61.6339593521295 74.0100666727486 81.8828482836384 64.9831074348205 119.522141405228 70.1995218368448
1110012L19Rik 60.159189573792 72.0950706659499 38.1461325456798 77.0273964024488 65.2073011897313 52.0001855578089 47.9179756410466 63.0446419451387
1110019D14Rik 7.90124803977167 2.18257647384812 8.54849153795326 3.94858468258419 4.33795411791746 5.61035469663976 8.85908005784155 7.47072485345476
1110020A21Rik 5.62029306580299 13.6057358648434 5.67374405133097 4.20665153587459 9.69237214215371 7.85320895290627 13.5167785653109 2.64073237430489
1110032A03Rik 45.0282765625494 26.4625385086804 29.424189478325 36.3169688036927 34.254202028766 19.5251677492956 39.8799508683655 44.5792250924876
1110032F04Rik 5.63607282393964 5.26803652570633 0.268501464027299 0.269930171793507 4.04958104723928 1.30400486199633 4.62992984068722 8.28739905635024
1110034G24Rik 8.71217291301597 6.1549957685343 14.5874235228645 22.411498429037 5.64870458318694 17.5970624837147 6.9931421783302 18.9619871980839
1110037F02Rik 3.83187266749223 6.82213540905049 8.31803572725696 1.50374627362421 3.47360165506851 1.74819125462238 6.55579365573033 2.96705137650752
1110038B12Rik 66.6606107380247 77.2860676461057 55.9692213484648 61.2882412768929 50.2801348404358 66.2071385348521 34.9300921708785 32.3867856646721
1110038F14Rik 76.6151599804282 68.4651603097984 92.5519747438353 83.2377064769182 78.4075217610284 79.3440941854569 74.2794504162585 64.4991461773633
1110051M20Rik 64.0155423765852 81.0798273367287 65.1011241079258 52.8327273513239 63.5727555087787 65.7396359143846 62.0193083930043 60.062422306668
1110059E24Rik 130.787825564891 116.151419865613 136.027814970154 105.685554123175 168.148360374654 79.6879380137034 133.186334453525 86.0875639493098
1110059G10Rik 12.1434195114118 19.7922466538021 28.3180769000526 30.1251227341781 28.5576989530095 19.3541712994001 21.8919684463942 21.0629204161073
1110065P20Rik 18.6394796276818 9.24146856643302 8.62974981035773 13.3559642384167 17.3353911903834 11.6910367660109 20.3013533332509 15.131589844753
1190002F15Rik 630.43224579962 641.594229538869 650.858828517714 887.906172559136 677.256247648557 701.143864963889 734.807160478373 688.307706212645
1190002N15Rik 5.00101062310933 1.71911369155328 0.766673642379216 0.396387332022338 0.539386202003764 0.76596255210225 2.24644134178873 13.2430705358712
1190007I07Rik 32.5202722657776 36.8171741651358 44.7660681215809 38.7246046624765 57.2520955990493 69.4366899114975 61.2041247922269 47.7178779232506
1200014J11Rik 4.96211349380669 8.02446581481429 6.93959210352161 4.80327725295652 2.78019081522946 8.80018596244854 3.01158136595791 5.80140123438115
1300002E11Rik 11.8967906179451 10.9582581795077 7.01550784725383 14.4132757252994 18.4857965024945 13.2040455941457 12.6942839146426 8.86574964181487
1500004A13Rik 5.28591774582306 2.77211315499034 5.45994286670173 6.8312825544862 5.46000334268622 2.87168532821777 5.36634324386943 2.73337688436919
1500009C09Rik 1.0717970845025 0.33022579567555 0.681653861209012 2.74112388215728 6.32234851009402 3.53122325023797 5.19657663330228 8.86108201340309
1500009L16Rik 10.7333386558178 9.79459666530334 18.8412019795036 24.9153008947039 14.007552477916 0.422327202792279 26.6357194269765 22.6509791376174
1500011B03Rik 50.319313803635 48.5934379364368 61.0996002583525 39.2657983441399 46.0052386122503 36.632938426448 52.0647107989818 59.4298655067755
1500011K16Rik 77.8033230379333 89.7771148620115 64.5467090673148 117.01680969884 128.859097623581 89.1209340146371 73.1037797927769 105.271119187764
1500012F01Rik 43.5792113638886 65.4308854599021 47.6002524306446 57.047071767563 61.9252634556557 64.9113477137239 30.2186955562583 42.3907039033153
1500015A07Rik 13.5754830720333 14.5044240040497 13.9720513045182 12.9730844448537 19.8884193474886 1.17227518629144 7.33022111650365 0
1500015O10Rik 0 0.141610341208614 1.94875217979273 3.6243749108524 0 0 15.4752907748491 0
1500017E21Rik 0.459962805911214 0 0.520057681639653 0 0 0 0.619476703594262 0
1500026H17Rik 0.2958513098889 0.662932365038547 0 2.95204440844387 1.01790262668091 0.886121788263998 1.63002996866681 1.84368135592673
1600002H07Rik 10.5129940288269 16.8409916561188 8.1154661471499 10.5534761753238 12.5269487978196 11.6868165095603 9.49054883244878 18.8315212860271
1600002K03Rik 9.90571000076974 1.35215035476612 12.6264772570902 12.1591932493113 2.78185740895183 6.19672725203049 8.68490841326096 5.600000822865
1600012H06Rik 10.514500513163 18.2510860657836 14.7242510490319 15.6232126055611 5.95262385121353 7.25771443347167 20.7142366105412 6.12173445338153
1600014C10Rik 3.17048140233773 0 0.25079593270376 0 0 2.82579743456724 3.16380304914481 3.31753334895511
1600020E01Rik 76.2341408925575 49.4875116625416 75.9790145023682 73.5732140493738 85.4107358194947 33.0742355056062 53.9650366383462 43.0754289296537
1600023N17Rik 0 0 0 7.59392838464312 6.02394858041406 0 9.89365868721308 0
1600029O15Rik 0.27073985391612 1.04270300989427 0 0.0961691518634136 0 0 0 0
1700001D01Rik 0 2.89336244055264 0 0 0.754186016961016 0 1.94577815335448 0
1700001G11Rik 4.45822987014282 0.654096140407019 7.65106967650223 6.56063702978744 4.70998484584561 5.68301936865345 0 3.30746714460197
1700001G17Rik 2.57096270726646 0 0 0 2.27676796740059 0 2.56159208120788 0
1700001K19Rik 1.02676812522906 0 0 0 0 0 0 1.15530220281572
1700001L05Rik 0 0 0.864813561047449 0 0 0.028000370933088 0.104649071335312 0
1700001L19Rik 0.496630932252661 1.8083515253454 0 0 0 0 0 2.01637197770194
1700001O22Rik 0 2.68730321921463 0 6.12339394115101 0 0 4.39272041130602 2.07823689783695
1700001P01Rik 0.915699457836492 2.61979131235936 1.38661212792944 0 1.53647271484245 0 0 0
1700003E16Rik 0 0 0 0 2.23450601000828 0 1.8003532704644 0
1700003F12Rik 0 2.74488366697406 2.95104354648012 0.949358776103221 0 0.458625448052734 0.535648341768312 1.38796302002669
1700003G18Rik 0.131658170896307 1.01411276607459 1.25600221136319 3.92835474208518 0.515461814011662 0 0 0
1700003M07Rik 0 0 0 0 1.38050248245024 0 3.62949763224453 3.14954689908001
1700007L15Rik 6.11937308369447 7.4069601763092 9.0346968528222 13.7406020716653 7.5582664919336 4.05027052316451 12.6146260085517 17.5918583802246
1700008J07Rik 4.86680491923436 2.6887331890004 1.95676514105833 3.2190171905597 6.22001892894555 1.38228804861289 4.06837249580903 1.35957027321488
1700008O03Rik 0.179205413733721 0.138035107566684 1.04475363843114 0.763863867051219 3.50808259810352 0.18450738387632 0 0.0930641139480028
1700010I14Rik 1.34742813877903 0 3.87010976025291 0.138953670703606 0.0567245872714289 0 0.25088193898797 0
1700011I03Rik 0 0 0 1.34930193165136 0 0 0 2.5425654874791
1700012C14Rik 4.09779447568826 0 0 2.0960240448303 2.78087163382463 0 0.788414125534483 2.5536568616455
1700012D01Rik 0.352351363837598 0 4.35735379481713 0 4.90492200958819 4.83701371831157 10.5078019597134 0
1700012D14Rik 5.58029703671786 5.39785300606953 10.316923304785 1.2446184113579 3.89532881176804 11.4907913332068 4.61917922960203 4.8523540239089
1700017B05Rik 0.479775823412159 0.509728346142073 2.45509597681224 3.93142572413499 0.561359575859207 5.8254448252203 2.32363251882291 4.26140841833084
1700018L02Rik 0.0654595556982439 0 2.35913094676432 0 2.22112922797861 0 0 0.0679882981608906
1700019D03Rik 0 1.20623484885611 0.103746518924217 0 4.85382907198831 1.41079566784088 2.82467794615952 8.0308527778463
1700020I14Rik 86.5289117490484 63.3214891767169 82.8938035026928 42.2851538985956 54.9493164245959 45.2498105478524 55.5106658224931 56.5391828691087
1700021F05Rik 122.260299232105 127.150316879588 103.578999489429 122.340815476345 168.571702813866 147.309421405139 119.10075265279 165.219892718935
1700021K19Rik 1.49720203325091 2.96546843667404 0.129552082025525 4.24912679048838 0.338946130119341 0.723560399468562 0.293939909800616 1.17421377085732
1700021N21Rik 2.79609949682543 0 0 0.192232039470625 6.35641308770182 0 0 0
1700022H01Rik 0 0 0 0 3.73785175072784 0 1.26284578353155 0
1700024F13Rik 0 0 7.37205084696479 0 0 2.5124996518883 0 2.40784267313301
1700025G04Rik 1.37246286823216 2.35926254744358 2.36847112374481 2.48808841532373 2.76315153256337 2.30916079345067 1.79529510553837 1.05172753174106
1700026J14Rik 0 0 0 6.68272653587898 4.02501668371827 0.211695499636432 0.988993034045775 11.5319799031689
1700026L06Rik 0 2.24888196113114 0 0 0 1.00200433210925 0 5.55943657748397
1700027H10Rik 0 2.15694653504716 0 0 0 4.03637594160991 0 0
1700028E10Rik 1.62174965474921 0 0.636678416356124 2.01620855967948 0.470325716979 0.9894700615825 0.433366704763987 4.24218964742522
1700028J19Rik 5.77654384185312 9.95829688404839 8.45564720034076 4.98313382856876 0.0897462299037434 5.09781311003183 0 0
1700028K03Rik 0.0501863301295482 0 0 1.14981706363347 0 2.32520141469712 0 0.104250117192291
1700029J07Rik 10.9333942356736 22.9929713429262 13.5155209573129 13.7144230203349 13.879844028387 14.2934638042844 13.613092072641 23.9492005993913
1700030J22Rik 0.16484967880655 0 0.0291230551271616 0 0.752980233191051 0 1.71800506520035 0.0285363203657457
1700030K09Rik 6.02036415577755 1.86526550793448 11.408269868354 3.61989484297743 4.08206677598028 18.5608194308346 3.55907093504565 1.57196677020947
1700034H15Rik 0 0.0576570302582528 0 0 3.9807864071541 0.0385342106169938 0 0.524781753961262
1700034P13Rik 1.03810793384103 3.28263007813703 1.38995336197265 0.0582228901341751 0 0 2.83829085192414 1.81593376828124
1700037C18Rik 7.06897562971054 2.06335432441065 12.2254443950169 6.18489501651385 5.04967757026313 0.306447086073523 4.86761275243386 0
1700037H04Rik 102.873726957881 90.1833077066816 108.69608894793 77.1720246932827 109.790735770875 87.0906073935402 134.842067647698 72.3477122217742
1700040L02Rik 0 0 0 0 3.70011092125765 1.22195156736829 0 0
1700047A11Rik 1.71155622165199 1.82540297893426 0.418667403787728 1.26268545281309 0.515461814011662 0.271106817276334 0.88658440052039 0.136744206139727
1700048M11Rik 0 0 0 0 0 2.08802766101028 0 1.93083951526488
1700048O20Rik 15.7248871646281 12.8607937152187 1.7791854316809 24.1938792750407 25.2487031408743 20.6469553373762 18.2717533378738 18.8556053076435
1700049G17Rik 0.126604212416766 2.94993174528561 5.36794706678851 0.573379202647452 1.42506503834942 2.08559878044299 2.5576533306986 1.72587200847154
1700052K11Rik 1.58993746370426 0 1.39844976151226 1.76637583719951 3.35523700459034 0.0696586103237991 2.73360461660659 0.772975951821746
1700056E22Rik 3.12330759085964 6.37202602551108 5.90550505446186 0 1.54229870583289 1.39057891798409 0 1.84116811162279
1700063D05Rik 0 3.36988670926902 0 0 0 2.13367565642023 6.42385150971453 0
1700064M15Rik 0 2.14457335337324 6.3048930989015 0 3.79870050015829 0 0 2.49743681911005
1700065D16Rik 0 1.82486782707882 6.27816995125837 3.32792208173255 1.12431424692077 0.443499278921707 0.621578207677318 0.335546468891678
1700066B17Rik 1.22980137033085 1.42090376263559 0 0 0 0 0 0.159663668185745
1700066M21Rik 6.27072937671069 7.02560596703222 7.97050658757394 1.67779510339426 13.1079636552794 8.77603511595556 18.2017474863833 8.54298854852314
1700067K01Rik 0.753026438705813 0 1.11747634221325 0.481466777825411 0 0.620244379008587 1.01417403749565 0
1700084C01Rik 1.02035082444638 0 0.0600865255436092 3.02031242571033 2.3673061087943 2.56798401920083 5.01694188548443 0
1700084E18Rik 1.5046648102435 4.34619756889111 4.98413575937772 4.81023029643084 4.66370212677218 1.16188635975572 9.04677959714684 12.6976762844032
1700086L19Rik 4.91641315029612 4.3279152846625 6.70027948318028 3.40954580523782 15.1747490052254 26.0324748826338 18.9183210512573 2.35053616289894
1700086O06Rik 12.7662744270453 2.53974590198691 9.72337519516675 20.451159517684 7.39246806630224 10.0103138642168 9.63784211085789 9.22014274437723
1700088E04Rik 0.586314919075332 1.1039503694539 0.55243158360924 1.8743774479109 2.29551230820836 0.13414702850066 1.50409028386084 2.0298820703902
1700094D03Rik 5.3504996412687 5.23789079952508 1.3410334664431 5.22415550598809 2.2358315686869 1.68249048371041 1.19170946220601 2.79228401558809
1700096K18Rik 7.77410151959144 9.98015738041661 4.77706538483353 24.7928254771353 12.2776434834984 9.51212601126903 24.2785845497923 13.3403457418301
1700097N02Rik 0.579607568916285 1.33934893128905 2.45750334057649 1.23528991044437 3.27780845833057 0 2.97376745669054 1.60532843184153
1700101I11Rik 0 5.61662455056697 6.65573821406132 0 0.132169695900426 0 0 0
1700102H20Rik 9.42419944426494 12.0612772320346 3.84212241486666 3.09005320996297 11.1637614899625 3.58265492102296 11.5766641082921 19.1247580665046
1700102P08Rik 0 0.22905279233743 0 2.61430321438534 0 1.53083995183358 0 0
1700105P06Rik 0 0 2.65030296451811 5.95572958323854 0 0.605716132293071 2.12232559197931 0
1700109H08Rik 0.114165127210783 0 1.33114764281227 1.82486009497464 1.93688681628624 0 0 1.18575395533749
1700109K24Rik 0 0 0.635042912167319 1.03743575429904 1.36825949407377 0 1.65697163190311 0
1700112E06Rik 2.32967037853838 0 0 2.00514265100945 1.52016912584486 0.922536919381598 0.0861976365567887 3.3503081021281
1700113A16Rik 10.8782061446572 9.97812682957624 24.5578458824012 12.7424615380528 45.7325971576844 16.2443454095382 20.8497438878374 21.3031614732836
1700113H08Rik 1.21560783254967 0.936336433307888 2.31934883408838 0.2590766875963 1.6657515061881 0.625786398776348 0.175411869478558 0.820668876758152
1700120C14Rik 0 0 0 0 2.19646958547925 0 0 1.52956148104746
1700123M08Rik 4.74759858278989 6.72396719569907 8.76609423315394 8.24154294925536 15.0899108904852 8.19932813225986 6.40878619191501 14.7930036135397
1700123O20Rik 42.8234056972519 47.1978496253117 64.2178320219596 40.4763436312029 59.8343198329189 37.3722685117826 42.4015711176809 38.5084425082525
1700124L16Rik 14.3910752118449 17.8085236030902 4.75135069038482 6.78784665385074 7.38927918351978 4.37218508786689 6.35470899794961 10.7814507037334
1700125H20Rik 0 0.128974341531538 0 3.12253838473438 1.20186310138787 0.344792259920671 6.68478142868561 0.0869552900580827
1810007C17Rik 0 6.21645396153069 0 0 0 0 5.10197479879772 0
1810009A15Rik 4.11654453159178 2.78413246479519 3.72492114071083 7.70346844520658 8.38602902008313 4.7552069057325 7.82362828925215 4.90126219792329
1810010H24Rik 7.13038610714119 2.40286591706846 0.0787302973455844 11.0808914471921 10.2748408907632 2.90594932439965 8.93153399718318 9.02586416139743
1810011O10Rik 4.59962805911214 3.2122459968223 4.42049029393705 0 0 0 0 27.7721215655078
1810013L24Rik 5.73039441908029 18.0877491492499 8.19796130539021 8.60455428025636 7.42615907471555 15.3068213328185 5.06930543337032 7.15876393850784
1810014B01Rik 10.6318036522561 19.1729912341559 20.9902262565675 38.0693601747311 40.6387548676355 19.5063028529194 27.4841164161321 27.8417956500787
1810021B22Rik 3.49477958220166 0.192278261457568 3.83671759434422 0 13.5197069057289 9.50946542556438 25.935208151527 8.03738116821268
1810022K09Rik 579.538912159368 520.561026854848 440.390778138876 447.940200952232 600.652269424628 415.814306477897 470.960455866032 599.601178403003
1810024B03Rik 3.03042582931941 4.86710044760602 2.7337945271026 2.47350704816467 5.30119495926685 1.99154297051335 4.96215146307959 3.28142889614921
1810026B05Rik 45.1549382936021 38.1186512709461 45.710155446016 38.4946247580015 27.9837400124731 23.2699578880935 15.2379923798227 23.7711044248807
1810026J23Rik 8.13705641703609 12.0593043627596 13.5928230907991 2.30496524299004 7.62840123070466 11.6652901818587 9.66093321522444 5.99086288602058
1810030O07Rik 19.423163438917 32.6109014994157 18.8053069990605 30.5732651889011 13.3368061883474 24.7685380729366 24.4859601929993 9.32859191651495
1810032O08Rik 10.7502159971716 15.931269753276 11.4384043819021 10.8023432495711 12.0024909121393 13.4670987850838 9.94846763471123 11.1655033816444
1810037I17Rik 293.978126879427 309.99432282967 246.541909480491 256.231423000836 388.78636903549 383.016155948762 475.82278830505 428.163482662789
1810041H14Rik 0 0 2.60093978305002 2.61477949480333 1.70787615063316 0 0.157366827461392 3.22814979624445
1810041L15Rik 0.813935421900777 0.786335874725406 2.28119606187534 0 0 0 0.676834272784344 0
1810043G02Rik 20.2144974654471 18.7586943969883 20.5597951081765 11.1808546778183 25.3131463932692 7.73038070960113 33.243927875308 20.6454725378175
1810043H04Rik 137.313608925496 175.133579553351 136.442633388257 120.616849259946 154.186384717523 199.389734519914 164.046316607567 170.249304745299
1810044D09Rik 18.9793651296198 6.4686205243441 8.01153673914789 18.6140736162296 20.6043309469133 14.5259702096209 18.258113786143 10.9901824934521
1810055G02Rik 21.6865212422184 10.0893982104042 43.2622983913986 40.950429385954 21.0000932445913 32.5097696721164 27.0793859937297 25.9029274648313
1810058I24Rik 108.461255071719 115.319108827911 69.1133491967044 103.152716356795 85.4193863219325 74.6189239932005 100.298629800368 113.367458518697
1810062O18Rik 0 4.01864126742741 2.41946275957223 2.89563907657981 1.70219081058445 0 4.49616513560464 2.03204439483269
2010001A14Rik 15.278551612129 17.1177987320654 10.6456964628049 7.85597493765913 33.0462299087581 28.1610432186517 23.2289091624751 12.6506289135548
2010012O05Rik 48.0165093857118 32.9400231186361 21.2732809185646 29.8611182912508 37.2067412319692 27.8856286042229 31.3959838262013 43.8322995323802
2010107E04Rik 1069.6631218251 1340.52927075817 1048.96257743528 1254.72880475427 1562.32474525182 1294.4942007823 1311.27741335675 1361.38035932784
2010107G23Rik 2.68792591535267 3.77758469997052 2.19935427986313 0 0 0 1.72385313825703 2.10606616735131
2010111I01Rik 0.642951618948816 2.11853160277436 2.58409527641436 0.913528037917507 0.384580414786077 0.992960971711155 0.0859053133171803 1.46542636838941
2010204K13Rik 4.40066740353194 6.77933312120055 7.95733606776254 7.53992581877117 12.274457149721 7.28492103082919 15.1905566419576 18.4619133278709
2010308F09Rik 0 0 0 2.10947926337772 0 3.35692892148157 0 0
2010315B03Rik 7.86990414795901 7.79385541567439 5.86447973844983 6.71540577900597 12.9348095650866 16.3882547971537 16.0809048569509 18.7754404385108
2010320M18Rik 49.7438146897885 44.729859722431 39.6038758428642 48.6882471245783 56.767682729678 47.8312484064448 41.9508277415937 42.447604177011
2210013O21Rik 53.2108186954279 71.248530083792 62.1642839035284 112.287876910988 71.4340149417719 91.3085226878121 68.3433468959226 77.9473924577316
2210015D19Rik 27.6381984186997 8.81616728593976 15.8471679977188 28.3173987600077 18.700431680068 22.9291537524691 21.893403294217 11.058444496517
2210016F16Rik 20.7685865897236 22.5922187730607 21.6158188277364 26.2619483264032 29.6710195138392 26.8032608150593 31.666421465585 30.7039683835494
2210016L21Rik 53.8621556419875 53.824803326656 58.8629453870848 62.6687370949206 55.524088733539 44.6956557391483 61.9879855099776 74.7617868840288
2210018M11Rik 8.64273244423936 3.91598103491683 14.8087688066222 7.77967469653819 11.1995871963138 7.45374896726862 3.2670278606976 2.3867212461757
2210404O09Rik 23.6320785274748 6.51114274841228 11.9989085137783 20.953162474266 10.69604538575 7.03827964167196 15.8395628152405 15.307224011913
2210406O10Rik 1.58082522097326 0.959360198892161 0.304664073178863 0.0510475339556676 0 0.394568607303585 0.0460833608587057 0.298526083826164
2210408F21Rik 0 0 0 0 0 0.161466115957087 2.11213190517826 3.90922917840372
2210408I21Rik 0.652212884944417 1.11638834333496 2.58098939266867 3.53685449397102 0.643106950720042 1.4623979241575 2.85828118166958 6.42785176374845
2210420H20Rik 0 0.802232746368417 0 0.971124378027437 0.169902352305811 0 0.751445424911335 1.62261067572499
2300009A05Rik 72.4824465258898 85.5856907663085 130.365655018897 88.2941366242438 104.747357255346 97.2539037493632 77.2129023061905 79.8192852761422
2310009A05Rik 114.478385181789 133.673254279409 111.848869011909 135.427862522582 159.793162343615 103.516517669781 133.749648993721 170.07977541696
2310009B15Rik 47.0326334490869 62.7648776761402 52.126902440074 49.2051739210645 63.2456299293468 58.2855917492868 53.3592052512347 84.4844501610732
2310010G23Rik 3.22422996549529 0 3.16756712692321 5.02803455840795 6.15773265293315 4.6960506499311 3.10170320138017 0
2310010J17Rik 11.6828272836239 6.31087275244932 4.6639652540913 6.79065039059334 6.13827513339785 9.37283792070597 16.6393482285664 23.6379389795438
2310011J03Rik 30.1123425948732 39.870097079234 63.62869685052 44.410062198799 58.8187810756486 31.7124707417995 72.7513767873848 18.4485161049992
2310015A10Rik 0.825547003473642 0.337409655090246 0.392887745969358 1.29265631495417 1.27526706789538 0.902010710937979 0 1.48739311941457
2310022A10Rik 5.85416434768793 1.8961931970295 9.80124156274422 9.78941130757633 2.38994309254886 4.08006287714145 9.58832201981385 2.93102329305748
2310022B05Rik 9.65121674892128 13.803218574705 8.16319147149463 20.2798407470253 16.5897547841874 18.6536574548101 17.8565428700431 10.6393360265351
2310033P09Rik 51.2395353581774 57.2512009598597 74.114138904201 52.008757786027 84.9826649047429 52.2814532720163 55.1770450440133 50.2130014003815
2310034G01Rik 7.45840196549636 0 7.90580072127081 0 7.5705728352305 0.213307394303715 9.7659296910114 5.70230280932921
2310035C23Rik 7.88195531425836 6.37356554571778 3.44113731193145 5.18112639864361 3.13319926163951 2.48740254104813 7.40811763238062 6.90044754622964
2310036O22Rik 229.601813321611 158.456256596875 261.998807074367 280.263322702865 228.463617012956 236.112154786203 211.54494474044 203.779527284099
2310039H08Rik 77.8265001414726 75.1571696544388 39.4005925841457 56.1520231984067 67.9413790732232 45.8812339406081 72.2277093767138 68.1102901007989
2310040G24Rik 27.8062056933 48.6774127715804 11.4993980240363 11.2238706916719 14.0205613411172 18.8690344824329 12.8681392989817 13.7838159788845
2310045N01Rik 8.47664788401014 4.78961487505729 8.27004769824796 8.34530881377728 6.5456056439713 3.86543963691158 10.0732298758371 10.692876083409
2310047M10Rik 0.090597187520211 4.04744673341202 0.240079347344054 1.78604046661317 0.709403606408946 4.94371255033315 0.610080275607815 0.0470485059970203
2310057M21Rik 6.30460672015647 11.0187428639071 2.81380802545682 14.8118085787681 12.943198033855 17.3096927236597 9.29260356307473 15.0492742854588
2310061I04Rik 43.776341823022 26.9753995775841 37.1916210364765 31.0059427857438 34.4500312364461 48.2570134751875 36.1599780497959 45.6725648506687
2310067B10Rik 0.130709473107622 5.03402654096274 0.744707298170593 0.400451351239096 0.597038770432509 0.370085767378823 0.880195882021844 0.288487576603827
2310068J16Rik 2.11169840563389 1.34611935407582 1.92962972307755 0.775958946123618 0.855271163302133 0.749715551790041 0 1.0588222206002
2310069G16Rik 11.2688397317048 0 11.2421749880201 3.93551614449866 8.40366205674078 2.7299387168893 21.4079130188632 12.3926419763752
2410002F23Rik 66.5132828044762 45.8080160046044 55.9659601793875 60.6963935625696 50.5769814212384 51.3926606392857 54.9523849923241 65.4040224704027
2410004B18Rik 70.4094394551305 58.038453689192 45.613992560367 40.236137471863 70.3636215721628 39.9959021507978 44.5383630128089 46.4341248910161
2410004I01Rik 0 0 7.07433810173814 0 12.8415189863842 0 6.83193070541768 3.55477600866376
2410006H16Rik 149.62194302077 144.844340497647 105.668867654479 116.042893024255 114.616642837937 192.879856681762 142.74366009742 181.884625424637
2410015M20Rik 263.372143931271 290.807245438693 245.706934440155 252.544523589567 332.426216760757 270.719008848972 306.40759493633 277.252047515988
2410016O06Rik 6.6805578275773 0 3.20871266841575 9.60320308860124 7.40161564706146 1.21801613558933 4.28445609702217 3.79456428802055
2410089E03Rik 1.0214229286654 6.30611720999674 2.45465710616972 1.72823379071308 1.62810239596131 1.47711652091337 1.83019920187117 2.63195697174085
2410127L17Rik 12.9419856243055 14.0522903631425 11.2804273742615 15.0790612336896 20.3493361787476 16.2146216789341 12.0751609851201 8.09755566443463
2410131K14Rik 3.94382790572532 0.047097371907584 6.54605563675095 7.1021458927265 5.10699744818545 2.14042386074349 6.08797442283504 1.39714679531526
2500002B13Rik 13.6650088240712 7.52826949183533 7.96179770839487 17.4548609897371 15.2352682500564 13.6034307648857 8.5316547633226 18.9865236994893
2500004C02Rik 7.91336361214471 10.335615040541 7.11161069447648 11.4574549342015 13.1898114333507 4.16230382267248 12.0395572438573 4.24353727167013
2510002D24Rik 14.1126445199401 0.204139582781249 15.2401278424245 14.8269882716689 16.5154188352979 27.4231587410526 22.4360134009241 18.7867892298784
2510003B16Rik 1.04269427315688 1.37682463131295 3.15783199937216 0.634926991682172 5.24868051493626 3.06726691079064 1.7195484723336 0.464131794561846
